blueADCChamp,blueJungleChamp,blueMiddleChamp,blueSupportChamp,blueTopChamp,redADCChamp,redJungleChamp,redMiddleChamp,redSupportChamp,redTopChamp,blueBan1,redBan1,blueBan2,redBan2,blueBan3,redBan3,blueBan4,redBan4,blueBan5,redBan5,rResult
Corki,Xin Zhao,Ryze,Nami,K'Sante,Yunara,Vi,Ahri,Neeko,Rumble,Jayce,Orianna,Varus,Ambessa,Jarvan IV,Malphite,Nocturne,Lulu,Trundle,Bard,1
Miss Fortune,Nocturne,Akali,Alistar,Gwen,Jhin,Jayce,Azir,Bard,Sion,Varus,Orianna,Jarvan IV,Ambessa,Renekton,Malphite,Renata Glasc,Nautilus,Braum,Rakan,1
Kai'Sa,Pantheon,Orianna,Poppy,Ambessa,Yunara,Xin Zhao,Azir,Alistar,Sion,Jayce,Malphite,Neeko,Jarvan IV,Varus,Rumble,Renekton,Miss Fortune,Lulu,Aphelios,0
Sivir,Nocturne,Cassiopeia,Nautilus,Rumble,Varus,Wukong,Ryze,Rakan,K'Sante,Malphite,Jayce,Akali,Neeko,Vi,Jarvan IV,Yorick,Anivia,Ornn,Bard,1
Kai'Sa,Nocturne,Ryze,Neeko,Rumble,Yunara,Xin Zhao,Syndra,Lulu,Sion,Malphite,Jayce,Varus,Orianna,Anivia,Jarvan IV,Cassiopeia,Pantheon,Galio,Vi,0
Varus,Poppy,Azir,Rell,Ambessa,Jhin,Pantheon,Ziggs,Alistar,Zaahen,Malphite,Jayce,Sivir,Orianna,LeBlanc,Jarvan IV,Nautilus,Renekton,Bard,Leona,0
Varus,Xin Zhao,Ryze,Lulu,Ambessa,Sivir,Pantheon,Cassiopeia,Neeko,Rek'Sai,Jayce,Malphite,Orianna,Rumble,Azir,Yunara,Renekton,Bard,Sion,Alistar,0
Yunara,Aatrox,Azir,Renata Glasc,K'Sante,Kai'Sa,Wukong,Yone,Alistar,Rumble,Orianna,Malphite,Jayce,Jarvan IV,Poppy,Ziggs,Corki,Bard,Aphelios,Nautilus,1
Corki,Sejuani,Viktor,Nautilus,Renekton,Ezreal,Kindred,Galio,Bard,Aurora,Orianna,Malphite,Jayce,Poppy,Jarvan IV,Sion,Nocturne,Qiyana,Vi,Naafiri,0
Aphelios,Skarner,Azir,Lulu,Rumble,Jhin,Pantheon,Orianna,Neeko,Ambessa,Jayce,Malphite,Yunara,Jarvan IV,Varus,Poppy,Miss Fortune,Alistar,Sivir,Ezreal,0
Ezreal,Vi,Akali,Karma,Renekton,Miss Fortune,Xin Zhao,Galio,Alistar,Gwen,Malphite,Jayce,Poppy,Ryze,Varus,Yunara,Gnar,Braum,Kennen,Yorick,1
Varus,Jarvan IV,Taliyah,Shen,Sion,Yunara,Qiyana,Aurora,Leona,Gnar,Malphite,Jayce,Wukong,Yorick,Poppy,Ryze,Bard,Braum,Rell,Nautilus,1
Corki,Poppy,Twisted Fate,Nami,Zaahen,Caitlyn,Wukong,Syndra,Elise,K'Sante,Jayce,Yorick,Ryze,Dr. Mundo,Malphite,Sylas,Nautilus,Kennen,Ashe,Viktor,0
Jhin,Qiyana,Ryze,Bard,Varus,Miss Fortune,Jarvan IV,Cassiopeia,Alistar,Rumble,Jayce,Malphite,Orianna,Azir,Yunara,Vi,Nautilus,Sion,Neeko,Ornn,1
Corki,Pantheon,LeBlanc,Nami,Sion,Draven,Poppy,Azir,Neeko,Renekton,Jayce,Orianna,Vi,Malphite,Yunara,Kai'Sa,Nocturne,Xin Zhao,Sivir,Gwen,1
Kai'Sa,Xin Zhao,Ahri,Nautilus,Jax,Aphelios,Dr. Mundo,Taliyah,Thresh,Gnar,Jayce,Orianna,Vi,Malphite,Ambessa,Yunara,Nocturne,Ziggs,Viego,Jinx,1
Ashe,Jayce,Syndra,Seraphine,Malphite,Yunara,Trundle,Diana,Lulu,Ornn,Vi,Orianna,Ambessa,Nocturne,Sylas,Rakan,Aurora,Gwen,Akali,Zaahen,1
Yunara,Jarvan IV,Ryze,Alistar,Kennen,Corki,Xin Zhao,Cassiopeia,Neeko,Rumble,Jayce,Ambessa,Orianna,Varus,Azir,Nocturne,Aphelios,K'Sante,Ezreal,Lulu,1
Aphelios,Vi,Ahri,Thresh,Jax,Sivir,Wukong,Azir,Leona,Gnar,Jayce,Ambessa,Orianna,Nocturne,Poppy,Varus,Renata Glasc,Nautilus,Ezreal,Ashe,1
Miss Fortune,Trundle,Yone,Rell,Aurora,Varus,Naafiri,Taliyah,Nautilus,Gwen,Jayce,Renekton,Ambessa,Nocturne,Orianna,Akali,Malphite,Pantheon,Qiyana,K'Sante,0
Jhin,Xin Zhao,LeBlanc,Neeko,K'Sante,Miss Fortune,Pantheon,Azir,Rell,Renekton,Jayce,Jarvan IV,Orianna,Yunara,Rumble,Varus,Aphelios,Braum,Poppy,Alistar,0
Ashe,Vi,Taliyah,Seraphine,Rumble,Corki,Jarvan IV,Ahri,Bard,Ornn,Varus,Orianna,Aphelios,Jayce,Kai'Sa,Yunara,Blitzcrank,Ryze,Akali,Wukong,0
Varus,Nocturne,Anivia,Rakan,Sion,Ziggs,Qiyana,Ryze,Leona,Ambessa,Jayce,Malphite,Orianna,Aurora,Wukong,Poppy,Yunara,Alistar,Sivir,Rek'Sai,1
Yunara,Trundle,Viktor,Lulu,Nidalee,Aphelios,Zac,Yone,Thresh,Gnar,Malphite,Jayce,Aurora,Orianna,Nautilus,Wukong,Naafiri,Yorick,Akali,Kennen,1
Varus,Xin Zhao,Galio,Alistar,Ambessa,Corki,Vi,Sylas,Neeko,Gwen,Jayce,Yunara,Orianna,Jarvan IV,Ryze,Rumble,Renekton,Akali,Jax,LeBlanc,1
Jhin,Wukong,Ryze,Rakan,Rumble,Ashe,Dr. Mundo,Azir,Seraphine,K'Sante,Malphite,Jayce,Yunara,Orianna,Poppy,Jarvan IV,Yone,Nautilus,Cassiopeia,Thresh,0
Sivir,Jarvan IV,Aurora,Rell,Renekton,Miss Fortune,Lee Sin,Akali,Rammus,Gnar,Malphite,Jayce,Poppy,Orianna,Aphelios,Yunara,Leona,Twisted Fate,Zaahen,LeBlanc,0
Varus,Vi,Ryze,Nautilus,Gnar,Yunara,Jarvan IV,Ahri,Lulu,K'Sante,Rumble,Neeko,Poppy,Cassiopeia,Azir,Orianna,Taliyah,Jayce,Twisted Fate,Xin Zhao,1
Ashe,Xin Zhao,Azir,Seraphine,Ornn,Lucian,Jax,Orianna,Nami,Rumble,Jayce,Malphite,Neeko,Nocturne,Miss Fortune,Akali,Sivir,Ezreal,Jhin,Corki,0
Sivir,Sylas,Yone,Alistar,Aurora,Ezreal,Wukong,Zoe,Karma,Kennen,Neeko,Nocturne,Aphelios,Jayce,Galio,Dr. Mundo,Yorick,Sion,Ambessa,Renekton,1
Miss Fortune,Kha'Zix,Syndra,Rell,Sion,Jhin,Jayce,Akali,Leona,Aatrox,Nocturne,Neeko,Malphite,Gwen,Ambessa,Aphelios,Twisted Fate,Viktor,Zaahen,Taliyah,1
Yunara,Xin Zhao,Ziggs,Lulu,Gwen,Aphelios,Qiyana,Azir,Thresh,Renekton,Neeko,Orianna,Jayce,Ryze,Varus,Rumble,Malphite,Akali,Jarvan IV,LeBlanc,1
Varus,Wukong,Taliyah,Rakan,Rumble,Jhin,Ambessa,Ryze,Bard,Ornn,Neeko,Orianna,Vi,Jayce,Jarvan IV,Dr. Mundo,Malphite,Nautilus,Pantheon,Leona,1
Yunara,Xin Zhao,Azir,Alistar,Gragas,Ashe,Pantheon,Ryze,Seraphine,Varus,Orianna,Poppy,Neeko,Rumble,Ambessa,Renekton,Nautilus,Lulu,Rakan,Bard,0
Corki,Wukong,Aurora,Bard,Gangplank,Kalista,Vi,Taliyah,Renata Glasc,Renekton,Orianna,Poppy,Neeko,Jarvan IV,Rumble,Akali,Kai'Sa,Nami,Sivir,Rakan,1
Aphelios,Sejuani,Sylas,Thresh,Ambessa,Sivir,Maokai,Yone,Nautilus,Rumble,Orianna,Neeko,Jarvan IV,Poppy,Akali,Nocturne,Viego,Twisted Fate,Trundle,Ahri,1
Lucian,Jarvan IV,Zoe,Nami,K'Sante,Ezreal,Lee Sin,Viktor,Karma,Jayce,Orianna,Neeko,Akali,Nocturne,Kennen,Yorick,Ahri,Twisted Fate,Sion,LeBlanc,0
Xayah,Qiyana,Ahri,Rakan,Jax,Zeri,Nocturne,Akali,Yuumi,Gnar,Orianna,Lulu,Kennen,Yorick,Neeko,Poppy,Miss Fortune,Twisted Fate,Kai'Sa,Galio,0
Corki,Xin Zhao,Azir,Braum,Ornn,Miss Fortune,Jarvan IV,Orianna,Nautilus,Rumble,Neeko,Yunara,Varus,Pantheon,Poppy,K'Sante,Bard,Ezreal,Kai'Sa,Ashe,1
Jinx,Pantheon,Ahri,Lulu,Sion,Yunara,Trundle,Aurora,Karma,Gwen,Ryze,Neeko,Dr. Mundo,Bard,Poppy,Varus,Nocturne,Viktor,Skarner,Vi,0
Ashe,Vi,Taliyah,Seraphine,Ambessa,Ezreal,Zaahen,Sylas,Blitzcrank,Jayce,Dr. Mundo,Neeko,Akali,Varus,Nocturne,Ryze,Leona,Galio,Renekton,Cassiopeia,0
Ashe,Xin Zhao,Ryze,Seraphine,Varus,Jhin,Pantheon,Azir,Karma,Rumble,Orianna,Vi,Jarvan IV,Neeko,Poppy,LeBlanc,Ezreal,Lulu,Nautilus,Ambessa,1
Corki,Malphite,Aurora,Nami,Gnar,Yunara,Wukong,LeBlanc,Lulu,Renekton,Neeko,Orianna,Poppy,Jarvan IV,Ambessa,Vi,Ahri,Nocturne,Sylas,Dr. Mundo,0
Miss Fortune,Vi,Galio,Nautilus,Ambessa,Ezreal,Jarvan IV,Ahri,Rakan,Zaahen,Poppy,Orianna,Renata Glasc,Neeko,Yorick,Caitlyn,Xayah,Kai'Sa,Sivir,Alistar,0
Jhin,Pantheon,Ziggs,Bard,Ambessa,Ashe,Vi,Azir,Seraphine,Poppy,Yunara,Orianna,Varus,Rumble,Renekton,Neeko,Nautilus,Ezreal,Lucian,Kalista,0
Ezreal,Jarvan IV,Ahri,Neeko,Renekton,Corki,Dr. Mundo,Aurora,Nami,Jayce,Ryze,Orianna,Varus,Xin Zhao,Rumble,Yunara,Nocturne,Sylas,Yone,Gnar,0
Miss Fortune,Wukong,LeBlanc,Lulu,Gnar,Yunara,Qiyana,Twisted Fate,Karma,Sylas,Ryze,Orianna,Rumble,Xin Zhao,Varus,Caitlyn,Yorick,Jax,Galio,Kennen,0
Varus,Xin Zhao,Ryze,Alistar,Rek'Sai,Jhin,Pantheon,Taliyah,Nautilus,Rumble,Neeko,Poppy,Orianna,Azir,Vi,Jarvan IV,Yunara,Bard,Sivir,Ambessa,0
Yunara,Sylas,Viktor,Lulu,Renekton,Ashe,Maokai,Yone,Seraphine,Aurora,Orianna,Azir,Neeko,Vi,Jarvan IV,Poppy,Nocturne,Sion,Gnar,Yorick,1
Corki,Vi,Galio,Nami,Jax,Ezreal,Wukong,Ahri,Karma,Ambessa,Neeko,Jarvan IV,Orianna,Ziggs,Poppy,Azir,Bard,Renata Glasc,Rakan,Kai'Sa,0
Miss Fortune,Nocturne,Zoe,Bard,Aatrox,Kai'Sa,Qiyana,Akali,Rell,Sion,Neeko,Twisted Fate,Orianna,Jarvan IV,Azir,Ziggs,Rakan,Zaahen,Leona,Gwen,1
Lucian,Trundle,Cassiopeia,Braum,K'Sante,Aphelios,Kha'Zix,Twisted Fate,Thresh,Gwen,Jarvan IV,Poppy,Orianna,Azir,Neeko,Mel,Zaahen,Sivir,Gnar,Jinx,1
Aphelios,Dr. Mundo,Aurelion Sol,Nautilus,Vayne,Miss Fortune,Sejuani,Azir,Braum,Zaahen,Syndra,Tristana,Yunara,Zoe,Lulu,Fiora,Nami,Jax,Corki,Kayle,0
Kai'Sa,Malphite,Viktor,Nami,K'Sante,Sivir,Trundle,Mel,Karma,Gnar,Bel'Veth,Diana,Aphelios,Lucian,Sylas,Rumble,Darius,Orianna,Jarvan IV,Ziggs,0
Sivir,Wukong,Ryze,Braum,Ornn,Draven,Jayce,Galio,Alistar,Gwen,Ambessa,Aatrox,Yunara,Sion,Syndra,Malphite,Rumble,Rakan,Camille,Lulu,1
Lucian,Jarvan IV,Orianna,Nami,Sion,Ezreal,Sejuani,Akali,Karma,Zaahen,Jayce,Malphite,Ambessa,Ryze,Azir,Kai'Sa,Aatrox,Yunara,Gwen,Sivir,1
Smolder,Wukong,Orianna,Rell,Sion,Corki,Dr. Mundo,Aurelion Sol,Alistar,Gwen,Rengar,Ambessa,Tristana,Syndra,Zoe,Heimerdinger,Vayne,Aatrox,Fiora,Seraphine,1
Corki,Naafiri,Orianna,Neeko,Ambessa,Jhin,Jarvan IV,Viktor,Rakan,K'Sante,Taliyah,Aatrox,Bel'Veth,Gwen,Yunara,Azir,Xayah,Nami,Sivir,Nautilus,0
Kai'Sa,Jarvan IV,Orianna,Leona,Mordekaiser,Yunara,Wukong,Azir,Braum,Ambessa,Aatrox,Bel'Veth,Viktor,Aphelios,Syndra,Taliyah,Corki,Renekton,Tristana,Sion,1
Sivir,Ambessa,Orianna,Alistar,Vladimir,Corki,Diana,Ryze,Nami,Jayce,Karma,Aphelios,Malphite,Rengar,Lucian,Syndra,Aatrox,Nautilus,Naafiri,Rell,0
Ezreal,Wukong,Orianna,Rakan,Rumble,Corki,Ambessa,Azir,Rell,Aatrox,Heimerdinger,Jayce,Jarvan IV,Yunara,Malphite,Kai'Sa,Syndra,Caitlyn,Taliyah,Xayah,0
Yunara,Xin Zhao,Akali,Rell,Ambessa,Xayah,Sejuani,Azir,Rakan,K'Sante,Jayce,Zed,Zaahen,Trundle,Syndra,Orianna,Lulu,Gwen,Tristana,Fiora,1
Yunara,Xin Zhao,Ryze,Alistar,Rumble,Kai'Sa,Wukong,Taliyah,Rell,K'Sante,Bel'Veth,Jayce,Aphelios,Ambessa,Orianna,Azir,Nautilus,Poppy,Leona,Braum,0
Yunara,Jarvan IV,Ziggs,Lulu,Rumble,Corki,Sejuani,Azir,Nami,Sion,Aatrox,Karma,Orianna,Lucian,Gwen,Taliyah,Kai'Sa,Aphelios,Varus,Miss Fortune,1
Sivir,Wukong,Orianna,Alistar,Renekton,Corki,Jarvan IV,Syndra,Rell,Ornn,Heimerdinger,Zed,Ambessa,Yunara,Jayce,Aatrox,Rumble,Kai'Sa,Jax,Caitlyn,1
Sivir,Xin Zhao,Orianna,Lulu,K'Sante,Seraphine,Viego,Syndra,Leona,Gnar,Fiora,Yunara,Rell,Zaahen,Gwen,Azir,Renekton,Kai'Sa,Olaf,Nautilus,1
Corki,Ambessa,Syndra,Rell,Jax,Aphelios,Jarvan IV,Azir,Rakan,K'Sante,Zed,Orianna,Akali,Rengar,Yunara,Tristana,Braum,Nautilus,Lulu,Poppy,0
Corki,Trundle,Syndra,Alistar,Jax,Yunara,Wukong,Taliyah,Leona,Darius,Jayce,Azir,Aphelios,Orianna,Sion,Ambessa,K'Sante,Nami,Braum,Neeko,0
Yunara,Skarner,Mel,Braum,Rumble,Corki,Ambessa,Ryze,Rakan,Olaf,Rengar,Bel'Veth,Aurelion Sol,Aphelios,Tristana,Wukong,Vayne,Rell,Dr. Mundo,Ashe,1
Ezreal,Jarvan IV,Corki,Karma,Kennen,Caitlyn,Sejuani,Azir,Nautilus,Renekton,Zed,Jayce,Bel'Veth,Cho'Gath,Ambessa,Orianna,Aatrox,Rumble,Akali,Sion,1
Yunara,Jarvan IV,Sion,Leona,Akali,Aphelios,Wukong,LeBlanc,Nautilus,Ornn,Aurelion Sol,Neeko,Dr. Mundo,Rumble,Tristana,Ambessa,Thresh,Braum,Alistar,Lulu,0
Smolder,Wukong,Azir,Karma,Sion,Yunara,Trundle,Viktor,Nautilus,Gwen,Zed,Orianna,Ambessa,Aatrox,Ekko,Neeko,Lulu,Tristana,Malphite,Corki,1
Sivir,Naafiri,Orianna,Leona,Sion,Corki,Wukong,Syndra,Alistar,Fiora,Aurelion Sol,Neeko,Rengar,Aatrox,Dr. Mundo,Ambessa,Vayne,Braum,Olaf,Nautilus,1
Sivir,Xin Zhao,Syndra,Rakan,Zaahen,Yunara,Trundle,Mel,Braum,Sion,Aphelios,Azir,Jarvan IV,Orianna,Corki,Viktor,Rumble,Leona,Alistar,Lulu,0
Yunara,Wukong,Ryze,Rakan,K'Sante,Ezreal,Ambessa,Galio,Leona,Rumble,Malphite,Jayce,Orianna,Varus,Neeko,Poppy,Aphelios,Lulu,Kai'Sa,Xin Zhao,0
Corki,Dr. Mundo,Azir,Nautilus,Sion,Kai'Sa,Malphite,Akali,Rell,Renekton,Jayce,Poppy,Orianna,Varus,Neeko,Sylas,Alistar,Bard,Braum,Gnar,1
Caitlyn,Pantheon,Taliyah,Alistar,Gnar,Miss Fortune,Lee Sin,Aurora,Poppy,Jax,Jarvan IV,Jayce,Neeko,Orianna,Nocturne,Varus,Kennen,Aphelios,Sylas,Sivir,1
Aphelios,Jayce,Anivia,Thresh,K'Sante,Yunara,Dr. Mundo,Ryze,Blitzcrank,Gwen,Ambessa,Orianna,Sylas,Rumble,Bard,Neeko,Azir,Sion,Renekton,Akali,1
Varus,Wukong,Ahri,Rakan,Renekton,Sivir,Aatrox,Taliyah,Bard,Ornn,Rumble,Ambessa,Orianna,Sylas,Malphite,Azir,Poppy,Alistar,Sion,Neeko,0
Yunara,Jayce,Taliyah,Nautilus,K'Sante,Miss Fortune,Jarvan IV,Ryze,Rell,Rumble,Akali,Poppy,Nocturne,Orianna,Malphite,Ezreal,Varus,Corki,Alistar,Leona,1
Varus,Dr. Mundo,LeBlanc,Nautilus,Jax,Corki,Wukong,Akali,Rakan,Renekton,Orianna,Neeko,Ryze,Poppy,Rumble,Jayce,Nami,Gnar,Kai'Sa,Kennen,0
Lucian,Xin Zhao,Viktor,Braum,Sion,Zeri,Vi,Ahri,Bard,Rumble,Orianna,Poppy,Ryze,Neeko,Jayce,Azir,Kai'Sa,Mel,Alistar,Galio,0
Jhin,Xin Zhao,Ryze,Leona,Renekton,Corki,Jarvan IV,Syndra,Neeko,K'Sante,Aatrox,Heimerdinger,Yunara,Ambessa,Azir,Orianna,Sion,Viego,Jax,Wukong,0
Corki,Sejuani,Azir,Nami,K'Sante,Yunara,Vi,Orianna,Neeko,Vayne,Rumble,Bel'Veth,Akali,Dr. Mundo,Jayce,Malphite,Olaf,Nautilus,Ornn,Leona,1
Corki,Vi,Hwei,Rakan,Rumble,Jhin,Nocturne,Orianna,Leona,Ornn,Heimerdinger,Aphelios,Jarvan IV,Yunara,Ambessa,Kai'Sa,Wukong,Alistar,Malphite,Sion,0
Yunara,Xin Zhao,Viktor,Rell,Zaahen,Kai'Sa,Sejuani,Ryze,Rakan,K'Sante,Rumble,Azir,Nami,Orianna,Malphite,Jayce,Alistar,Lulu,Lucian,Syndra,0
Corki,Dr. Mundo,Mel,Leona,Aatrox,Ezreal,Sejuani,Rumble,Karma,Yone,Malphite,Orianna,Yunara,Azir,Lucian,Jarvan IV,Viktor,Nautilus,Syndra,Rell,0
Ezreal,Vi,Ryze,Bard,Aatrox,Corki,Dr. Mundo,Viktor,Neeko,Renekton,Bel'Veth,Jayce,Zed,Orianna,Azir,Rumble,Jax,Trundle,Ambessa,Zaahen,0
Kai'Sa,Ambessa,Azir,Neeko,Sion,Corki,Wukong,Ahri,Nami,Rek'Sai,Akali,Orianna,Poppy,Ezreal,Malphite,Qiyana,Rakan,Leona,Gwen,Alistar,1
Corki,Dr. Mundo,Ryze,Nami,Sion,Varus,Malphite,Anivia,Alistar,Rek'Sai,Jayce,Ambessa,Rumble,Sylas,Orianna,Neeko,Gnar,K'Sante,Yorick,Bard,1
Aphelios,Jayce,Syndra,Thresh,Jax,Ashe,Vi,Aurora,Mel,Renekton,Ambessa,K'Sante,Jarvan IV,Rumble,Akali,Azir,Seraphine,Orianna,Neeko,Sylas,1
Yunara,Malphite,Aurora,Zaahen,Ambessa,Aphelios,Sylas,Taliyah,Thresh,K'Sante,Orianna,Rumble,Azir,Ryze,Jayce,Neeko,Renekton,Lulu,Akali,Blitzcrank,1
Varus,Lee Sin,Ryze,Renata Glasc,K'Sante,Yunara,Wukong,Akali,Rakan,Olaf,Malphite,Jayce,Nocturne,Poppy,Orianna,Anivia,Gwen,Alistar,Kai'Sa,Aphelios,1
Kai'Sa,Jarvan IV,Ahri,Neeko,Ornn,Aphelios,Sejuani,Yone,Thresh,Rumble,Jayce,Nocturne,Sion,Orianna,Sylas,Ambessa,Malphite,Aurora,Xin Zhao,Galio,0
Corki,Xin Zhao,Azir,Leona,Renekton,Aphelios,Wukong,LeBlanc,Nautilus,Ornn,Rengar,Heimerdinger,Aurelion Sol,Ambessa,Dr. Mundo,Orianna,Vayne,Aatrox,Jax,Braum,0
Sivir,Ambessa,Viktor,Karma,Gwen,Jhin,Viego,Mel,Neeko,Aatrox,Heimerdinger,Rengar,Orianna,Aurelion Sol,Akali,Dr. Mundo,Jayce,Fiora,Jax,Galio,1
Yunara,Xin Zhao,Azir,Karma,K'Sante,Caitlyn,Sejuani,Viktor,Nautilus,Jax,Malphite,Jayce,Bel'Veth,Orianna,Zed,Rumble,Varus,Kennen,Aphelios,Akali,0
Aphelios,Jarvan IV,Ryze,Thresh,Renekton,Tristana,Wukong,Syndra,Leona,Aatrox,Bel'Veth,Rumble,Zed,Orianna,Malphite,Jayce,Ezreal,Draven,Corki,Neeko,0
Varus,Jarvan IV,Ryze,Amumu,Rumble,Yunara,Sylas,Syndra,Rell,Sion,Rengar,Heimerdinger,Aurelion Sol,Ambessa,Dr. Mundo,Orianna,Olaf,Braum,Vayne,Alistar,1
Yunara,Jarvan IV,Ryze,Nautilus,Ambessa,Tristana,Vi,Taliyah,Rakan,Rumble,Jayce,Akali,Varus,Malphite,Orianna,Corki,Neeko,Bard,Ezreal,Xayah,1
Yunara,Xin Zhao,Ryze,Bard,Rumble,Corki,Wukong,Anivia,Alistar,K'Sante,Jayce,Malphite,Ambessa,Renekton,Varus,Orianna,Syndra,Lulu,Leona,Rakan,0
Yunara,Pantheon,Taliyah,Rakan,Olaf,Kai'Sa,Jarvan IV,Ryze,Alistar,Renekton,Jayce,Azir,Varus,Neeko,Orianna,Rumble,Corki,Bard,Aphelios,Poppy,1
Sivir,Xin Zhao,Akali,Bard,Sion,Aphelios,Jarvan IV,Viktor,Rell,Mordekaiser,Rumble,Ryze,Jayce,Nocturne,Orianna,Varus,Lulu,Ziggs,Thresh,Miss Fortune,0
Ezreal,Qiyana,Ryze,Leona,K'Sante,Yunara,Wukong,Orianna,Nautilus,Rumble,Jayce,Akali,Varus,Sion,Thresh,Ambessa,Malphite,Corki,Jarvan IV,Aphelios,0
Corki,Wukong,Taliyah,Nautilus,Rumble,Ezreal,Xin Zhao,Ryze,Leona,Ambessa,Jayce,Malphite,Varus,Aurora,Orianna,Renekton,Miss Fortune,Bard,Neeko,Alistar,0
Yunara,Jarvan IV,Akali,Bard,Rumble,Kai'Sa,Wukong,Orianna,Alistar,K'Sante,Neeko,Varus,Jayce,Azir,Jhin,Malphite,Ezreal,Lulu,Poppy,Corki,0
Aphelios,Pantheon,Ryze,Lulu,Renekton,Jinx,Vi,Taliyah,Nautilus,Kennen,Malphite,Jayce,Azir,Neeko,Ziggs,Varus,Gwen,Trundle,Gnar,Xin Zhao,0
Ezreal,Xin Zhao,Yone,Bard,Rumble,Yunara,Poppy,Azir,Lulu,K'Sante,Viego,Viego,Jayce,Malphite,Orianna,Varus,Akali,Akali,Vi,Vi,0
Yunara,Wukong,Ahri,Nautilus,Rumble,Kai'Sa,Xin Zhao,Orianna,Rell,K'Sante,Malphite,Varus,Ryze,Jayce,Ambessa,Qiyana,Corki,Akali,Aphelios,Azir,0
Corki,Wukong,Akali,Bard,Aurora,Lucian,Nocturne,Orianna,Alistar,Rumble,Qiyana,Taliyah,Jayce,Malphite,Varus,Renekton,Kai'Sa,Rakan,Sivir,Ezreal,0
Corki,Xin Zhao,Orianna,Nami,Sion,Sivir,Nidalee,Azir,Bard,Renekton,Ziggs,Malphite,Jayce,Akali,Varus,Rumble,Yunara,Nocturne,Alistar,Nautilus,1
Varus,Jarvan IV,Taliyah,Rakan,Aurora,Jhin,Vi,Yone,Tahm Kench,Rumble,Ryze,Ziggs,Jayce,Malphite,Akali,Ambessa,Sylas,Karma,Ahri,Cassiopeia,0
Kai'Sa,Pantheon,Taliyah,Neeko,Renekton,Corki,Qiyana,Azir,Alistar,K'Sante,Jayce,Nocturne,Rumble,Vi,Jarvan IV,Varus,Poppy,Lucian,Bard,Nautilus,1
Lucian,Vi,Cassiopeia,Nami,Gwen,Yunara,Wukong,Aurora,Rakan,Ambessa,Orianna,Jayce,Ryze,Varus,Rumble,Jarvan IV,Nautilus,Viktor,Lulu,Syndra,1
Lucian,Pantheon,Azir,Pyke,Rumble,Corki,Jarvan IV,Ryze,Nami,Ambessa,Varus,Taliyah,Jayce,Sylas,Qiyana,Malphite,Kai'Sa,Bard,Caitlyn,Nautilus,1
Miss Fortune,Jarvan IV,Cassiopeia,Alistar,Rumble,Jhin,Xin Zhao,Ryze,Bard,K'Sante,Malphite,Jayce,Ambessa,Neeko,Orianna,Varus,Corki,Ezreal,Braum,Yunara,0
Yunara,Xin Zhao,Taliyah,Leona,Sion,Ashe,Wukong,Azir,Seraphine,Rumble,Varus,Malphite,Jayce,Ambessa,Orianna,Akali,Corki,Nautilus,Ezreal,Bard,0
Jhin,Wukong,Orianna,Karma,K'Sante,Varus,Malphite,Azir,Bard,Renekton,Poppy,Cassiopeia,Jayce,Ambessa,Jarvan IV,Rumble,Nautilus,Gwen,Sion,Rakan,0
Aphelios,Volibear,Taliyah,Thresh,Sion,Corki,Xin Zhao,Ryze,Neeko,Gnar,Poppy,Ambessa,Jarvan IV,Rumble,Gangplank,Jayce,Nami,Vi,Gwen,Pantheon,0
Kai'Sa,Qiyana,Galio,Karma,Sion,Corki,Pantheon,Taliyah,Neeko,Ambessa,Malphite,Orianna,Vi,Jayce,Varus,Ryze,Gwen,Akali,Alistar,Ahri,0
Kai'Sa,Wukong,Akali,Rakan,Sion,Corki,Nocturne,Galio,Nautilus,Renekton,Poppy,Jayce,Alistar,Vi,Pantheon,Aurora,Qiyana,Ezreal,Lee Sin,Renata Glasc,0
Yunara,Vi,Ahri,Nautilus,K'Sante,Kai'Sa,Pantheon,Taliyah,Alistar,Ambessa,Jarvan IV,Rumble,Akali,Jayce,Azir,Orianna,Neeko,Lulu,Gwen,Poppy,0
Sivir,Jax,Orianna,Leona,Sion,Corki,Xin Zhao,Syndra,Rell,Varus,Akali,Rumble,Azir,Jayce,Nocturne,Jarvan IV,Gwen,Neeko,Kennen,Bard,0
Jinx,Wukong,Anivia,Lulu,Yasuo,Aphelios,Dr. Mundo,Ryze,Milio,Gangplank,Akali,Rumble,Azir,Jayce,Nocturne,Jarvan IV,Kennen,Aurora,Renekton,Viktor,0
Yunara,Xin Zhao,Azir,Rell,Renekton,Corki,Zyra,Yone,Nautilus,Ornn,K'Sante,Ryze,Sion,Akali,Varus,Rumble,Kled,Leona,Illaoi,Braum,0
Varus,Jayce,Galio,Poppy,Zaahen,Sivir,Ambessa,Orianna,Rakan,Rumble,Malphite,Gwen,Vladimir,Viego,Syndra,Ryze,Wukong,Alistar,Jarvan IV,Nautilus,0
Ezreal,Xin Zhao,Azir,Nautilus,Varus,Corki,Wukong,Aurora,Rell,Rumble,Heimerdinger,Jayce,Jarvan IV,Orianna,Dr. Mundo,Akali,Jhin,Sion,Alistar,Karma,0
Varus,Wukong,Taliyah,Nami,Renekton,Xayah,Aatrox,Viktor,Nautilus,Ambessa,Jayce,Ekko,Ryze,Malphite,Yunara,Sivir,Rakan,Karma,Braum,Neeko,1
